geoid,1km_population,1km_area,1km_lived_cells,1km_lived_density,1km_gini_index,1km_density,1km_arithmetic_pwd,1km_geometric_pwd,5km_population,5km_area,5km_lived_cells,5km_lived_density,5km_gini_index,5km_density,5km_arithmetic_pwd,5km_geometric_pwd,10km_population,10km_area,10km_lived_cells,10km_lived_density,10km_gini_index,10km_density,10km_arithmetic_pwd,10km_geometric_pwd
USA.1.1_1,45377.0,1515.577403664589,52.54640647310804,56.982843140236405,0.9072632214171595,29.940404159022645,678.8803892885944,303.04102187044015,45377.0,1510.0,96.875,30.231179213857427,0.8257154412016321,30.050993377483444,352.35923688364966,148.34447278159382,45354.0,1479.0,100.0,30.66531440162272,0.7700404962036109,30.66531440162272,210.2776764935645,110.11008299527302
USA.1.2_1,185337.0,4229.040736377239,51.86924013215093,84.39439849267605,0.8831823549729637,43.82483204897356,560.0106225633065,299.984177514714,185117.0,4154.0,85.29411764705883,50.18080780699376,0.7848595314877432,44.56355320173327,232.6202925411244,149.0418095172935,184546.0,4148.0,90.66666666666666,46.48513853904282,0.7294678471918237,44.490356798457086,165.65003536154668,108.89177125152867
USA.1.3_1,27762.0,2293.1615312695503,30.038022813688215,40.284825658603786,0.9528117946389075,12.106430193179753,617.0228868667024,257.0287979421336,27611.0,2213.0,90.20979020979021,13.148095238095237,0.8530850550987775,12.476728422955265,174.41642811138613,75.32199486416516,27611.0,2238.0,97.61904761904762,12.364979847738468,0.7717584950303292,12.337354781054513,87.92082745763629,42.37625129317233
USA.1.4_1,20599.0,1600.2803791165352,44.573991031390136,28.885107717934247,0.899598211864932,12.872119329096607,482.98951027010264,135.8121103995573,20712.0,1654.0,90.19607843137256,13.493159609120521,0.749898703801436,12.522370012091898,90.21841011234363,42.290347465707065,19694.0,1556.0,96.15384615384616,12.771725032425422,0.7170204122136562,12.65681233933162,49.33885508876613,32.33748146320918
USA.1.5_1,49277.0,1682.3565553426743,75.32686630113876,38.883597127022014,0.7539598347152621,29.29046155139385,275.52283656532984,107.4742147562789,49600.0,1698.0,100.0,29.21083627797409,0.5483694555213359,29.21083627797409,81.73835258689135,47.0191741363423,48242.0,1573.0,100.0,30.66878575969485,0.511016075170282,30.66878575969485,43.49077896283752,36.98955269749902
USA.1.6_1,10639.0,1592.3721965551376,26.12653618570778,25.5693222373285,0.9570310392184044,6.681226928613742,692.887699720379,211.67870984559715,10639.0,1583.0,89.7196261682243,7.10688042752171,0.8483686797110461,6.720783322804801,100.88398219670053,45.64120794536188,10639.0,1586.0,100.0,6.708070617906683,0.8031133168677047,6.708070617906683,47.35209733955388,24.81700903321152
USA.1.7_1,19827.0,1953.4004510045052,43.09124767225326,23.55400312022546,0.9127391290714179,10.149992537272263,381.2710698300108,135.82635841684012,19558.0,1896.0,96.29629629629629,10.722587719298245,0.7869319361036891,10.315400843881857,120.39158769926485,49.58155093871863,19078.0,1790.0,100.0,10.658100558659218,0.7183394484853838,10.658100558659218,81.73635081438786,37.255856138799004
USA.1.8_1,122865.0,1586.1840186715126,68.47533632286995,113.1246687686776,0.8331367180526419,77.45948676428095,767.2764525065509,377.2454430531755,122740.0,1589.0,91.66666666666666,80.90969017798287,0.7199854856667971,77.2435494021397,297.6763058354569,186.86323675192392,122740.0,1573.0,93.54838709677419,78.37803320561942,0.673736773756026,78.02924348378893,211.24285659870085,148.43962465154516
USA.1.9_1,30976.0,1537.1391264796257,45.5607476635514,44.229412272292805,0.9149910992437115,20.151721770911916,419.449390982373,206.4020635873313,30968.0,1537.0,98.9010989010989,20.387096774193548,0.7793454283026732,20.148340923877683,171.4526228528174,93.60158820555331,25305.0,1350.0,100.0,18.744444444444444,0.72706382132171,18.744444444444444,102.8623130309601,61.51673018505524
USA.1.10_1,22904.0,1540.4571650624275,58.685661764705884,25.336520114477644,0.8130147286564278,14.868313458798323,211.2039601389319,74.7351406714798,22857.0,1546.0,96.07843137254902,14.958769633507853,0.6090831569881237,14.784605433376456,46.432789587526386,27.22058602940413,22857.0,1527.0,100.0,14.968565815324165,0.5421268257262501,14.968565815324165,26.936260763268535,20.847577020272972
USA.1.11_1,38787.0,1771.190816283226,57.913961038961034,37.81931159099735,0.829048615338258,21.89882628309523,308.2342455146925,115.96285919994246,38589.0,1698.0,95.28301886792453,23.86456400742115,0.6565066198995875,22.726148409893995,105.07209589228653,51.40298111385437,36952.0,1473.0,100.0,25.08621860149355,0.5983459622890271,25.08621860149355,67.0351887926458,42.92421174160815
