geoid,1km_population,1km_area,1km_lived_cells,1km_lived_density,1km_gini_index,1km_density,1km_arithmetic_pwd,1km_geometric_pwd,5km_population,5km_area,5km_lived_cells,5km_lived_density,5km_gini_index,5km_density,5km_arithmetic_pwd,5km_geometric_pwd,10km_population,10km_area,10km_lived_cells,10km_lived_density,10km_gini_index,10km_density,10km_arithmetic_pwd,10km_geometric_pwd
AFG.1_1,1027768.3030239874,43535.24403899908,71.824686940966,32.583659864620785,0.7157347201870878,23.6077303736556,163.40729173142233,68.89548129507024,1027768.9131202677,43549.6405282975,97.51596877217885,23.608267853262262,0.7248331512237288,23.599940221147136,123.66725843241275,64.28851816391723,1027742.2665103078,43516.88217198849,99.59893048128342,23.618520160707114,0.7217310468657555,23.61709330297239,106.36087322383625,60.685118110165156
AFG.2_1,537883.211966157,20518.82464236021,100.0,26.214133671951206,0.4775198504410748,26.214133671951206,117.22401949088768,45.89385212734637,537414.9444740636,20486.38341002366,98.73617693522907,26.23278762331009,0.4928384172716725,26.232787589590608,92.14062649366767,43.464422358446136,533380.8690452576,20264.53205960989,100.0,26.320907261824313,0.4903286041141505,26.320907261824313,73.63441353448081,41.00988931625452
AFG.3_1,964937.1875346899,21042.08630812168,100.0,45.85748643955756,0.5714688141245915,45.85748643955756,458.6779639356114,106.2500634043331,964643.9723001408,21008.62479852012,98.1245311327832,45.91656923500313,0.5972627981121246,45.916569102042885,315.6371776781729,99.3191951452605,964643.973883152,21008.62473601103,100.0,45.91656931401364,0.5996771567703691,45.91656931401364,221.62903381422103,91.23754404792538
AFG.4_1,1257838.0658650696,17190.892505168915,99.64452610136996,73.42792335559741,0.7144874610936831,73.16886342502961,3989.890021198174,434.9936994660908,1257852.4351979294,17193.629739894684,98.193315266486,73.15805079495102,0.7241159039618524,73.15805064007584,2149.3703360499003,347.4802609740446,1257087.1991548538,17129.079815506935,100.0,73.38906775463877,0.7154537998833221,73.38906775463877,1050.8683561904763,269.1995567911853
AFG.5_1,388465.46028649807,14114.466083347797,100.0,27.522504782863052,0.49551364149674765,27.522504782863052,95.70703066271653,45.78601005263444,387141.0102411377,14061.489944459532,98.44271412680756,27.53200491538319,0.5265438247607829,27.53200491343934,75.32271547102171,43.61054300134625,382591.46629047394,13895.516312003136,100.0,27.533447314943327,0.5397996842910574,27.533447314943327,65.01387295600725,42.08790939545768
AFG.6_1,501559.69175362587,17846.003504812717,100.0,28.10487466386326,0.22602922374491763,28.10487466386326,33.99394135418284,30.723333085464095,501485.4736041613,17840.31661117604,98.90710382513662,28.109673438533793,0.27017173651979787,28.109673417455298,33.29541178781395,30.411037754953046,501049.8106069565,17812.354243397713,100.0,28.129342351961952,0.29744642038548313,28.129342351961952,32.59589881296986,30.1253668227096
AFG.7_1,530180.3741679788,48296.02964061499,97.16596773471429,11.26007154943772,0.5786012377432412,10.97772173226676,106.30480186662763,27.973752767707552,529730.879204306,48259.476715108045,98.63253856942497,10.976722414524717,0.5878418612079326,10.976722402762176,85.48477592426974,26.304268380209464,527512.6901462078,48057.71396917105,100.0,10.976649669283196,0.5882218620576191,10.976649669283196,69.24113773209231,24.62849335330533
AFG.8_1,1030560.5574778318,20224.909708440304,100.0,50.95501400670066,0.5479995111996707,50.95501400670066,314.7959349245835,105.24487271671956,1030340.5964271405,20217.2021722697,98.43505477308294,50.963560096648884,0.5726109637370309,50.963560024164735,230.14016832051288,98.57815317995528,1024174.1514482498,19962.201893508434,100.0,51.30567043214326,0.5766670115304844,51.30567043214326,177.55189013034678,92.36210490261274
AFG.9_1,1048229.7616715431,22842.879770040512,100.0,45.888687075538726,0.49619920884527563,45.888687075538726,198.17168272421927,77.84377061310863,1048338.4698595679,22858.82894357809,98.43860894251242,45.861425092935825,0.5263304317887147,45.861425029565474,168.5090843362923,75.4442641174134,1046634.8113760948,22798.179313123226,100.0,45.90870161169513,0.5412547607714492,45.90870161169513,125.26854504474232,71.89440146870375
AFG.10_1,698172.3569779396,36347.29313677549,100.0,19.20837280373823,0.26515557313040444,19.20837280373823,25.218179692416534,21.730541182710795,697724.3667453001,36328.79427699919,98.21109123434705,19.205822305585254,0.3017995829327495,19.205822285906404,24.35696975082125,21.440921533225254,696948.7681007385,36278.78217369318,100.0,19.210919615877202,0.3116967671468675,19.210919615877202,23.529576746404004,21.185999143441915
