geoid,1km_population,1km_area,1km_lived_cells,1km_lived_density,1km_gini_index,1km_density,1km_arithmetic_pwd,1km_geometric_pwd,5km_population,5km_area,5km_lived_cells,5km_lived_density,5km_gini_index,5km_density,5km_arithmetic_pwd,5km_geometric_pwd,10km_population,10km_area,10km_lived_cells,10km_lived_density,10km_gini_index,10km_density,10km_arithmetic_pwd,10km_geometric_pwd
USA.1.1_1,55027.67436671723,1509.0931045413017,75.95602294455067,47.80152844087708,0.8325460381583888,36.464068519777136,520.5452034442286,214.94459544914102,55026.53840159666,1506.2008889857898,96.03960396039604,36.53333288636603,0.793910874551447,36.53333284024892,350.4247870162559,143.11344241201292,54974.52166175842,1475.8425197601318,100.0,37.24958518656409,0.7230604247024502,37.24958518656409,205.09004634186954,107.0489919260299
USA.1.2_1,200396.97314350493,4227.608360648155,62.77613497999652,75.30585600988907,0.8278991201875673,47.401972001205216,385.9400391189284,216.30277321607892,200228.53824896427,4214.296437552683,82.01438848920863,54.42806107242183,0.7542334716352477,47.5117356398499,198.36502557439576,132.42083027950608,199361.78599578148,4139.893825292587,88.1578947368421,50.29594812360932,0.703033176080469,48.15625579037442,155.27404157636482,105.97554080036437
USA.1.3_1,26095.783396588115,2287.34894323349,42.249047013977126,26.43181135621666,0.8868530681635418,11.408746126726973,320.85548131429437,110.6244581074662,25866.23189370343,2226.9192552320883,94.48275862068965,11.748210503491029,0.7960829395156804,11.61525359885923,128.40035991689547,49.48018420710748,25866.23205423355,2226.919303894043,100.0,11.615253417132474,0.7171681211143153,11.615253417132474,70.03446172297888,31.668709415375208
USA.1.4_1,24070.345055412967,1618.2282637357712,55.56541019955654,26.417590732564893,0.8242428476570657,14.874505404970012,200.4747153959492,75.80186330037779,24114.588241604284,1646.2661547660828,93.20388349514563,15.5636390596385,0.7017770960965142,14.648049570715202,66.26645778092667,37.56649401063902,21557.092876553535,1188.563110113144,95.23809523809523,18.35874653741836,0.6587461689260955,18.137104115995516,46.27363228799835,34.50196266664439
USA.1.5_1,59826.86011296511,1681.6478244662285,96.32911392405063,36.8961546766781,0.5908113566649149,35.576331288006,128.36998367857754,69.96684432165799,60220.96517798245,1673.1641947715048,95.72649572649573,35.99226266901657,0.4796650492490412,35.99226266386038,67.68766007051575,48.09264080810652,51435.0940079689,1410.3704894185066,100.0,36.469207484038826,0.43015956323359256,36.469207484038826,46.15207573402889,41.31443401605758
USA.1.6_1,10483.044572657673,1602.5260890722275,31.705110809588422,19.75469745425799,0.8868112784081772,6.541574982237429,261.030815012254,76.44546116246697,10419.663000091245,1590.902433743808,84.070796460177,6.808061084406685,0.798002708403531,6.549529863733418,64.804967702327,27.43192160457489,10419.662988126278,1590.9024095535278,96.875,6.579103825327515,0.7436143654015471,6.549529955800658,27.597275299344826,16.053136603500846
USA.1.7_1,20085.45157158113,1933.7654991745949,57.44920993227991,17.75864889101553,0.8216705060394509,10.386704892684438,231.39766863511645,65.98074604870172,19772.35670244228,1903.1385457515717,98.14814814814815,10.590958217810185,0.7026991479561785,10.389341725320342,88.18449153583755,34.08876004856818,19147.8510055542,1780.2580261230469,100.0,10.75566054166507,0.6062634853337316,10.75566054166507,54.43665012604449,25.276154193042665
USA.1.8_1,121219.71621214878,1595.445588171482,81.31966116807845,93.39337834514845,0.757059080758707,75.97859626856783,413.44167005235954,243.60097031786137,120921.19923006663,1582.68302900537,92.10526315789474,80.22724098003862,0.6821568711131307,76.40266371344048,222.3078221177131,152.87033621361212,94610.0808725357,1413.069452404976,100.0,66.95359574259703,0.6581508310006823,66.95359574259703,167.60564538487537,115.13777058350946
USA.1.9_1,32080.968556255393,1540.7317699193954,64.42890442890443,31.992553407193824,0.8458142343365077,20.82190371003626,284.3912307558535,126.33148845430074,32062.369952755922,1540.0123900171634,98.91304347826086,20.819553216277054,0.7171125327491061,20.819553245541478,142.10359537864767,72.08165969849962,25495.11228942871,1352.2115840911865,100.0,18.854380918917972,0.6492093204535054,18.854380918917972,81.96957389258739,47.986276251064034
USA.1.10_1,26744.104889068753,1528.4207570552826,82.5845298749421,21.051895346833344,0.6510338315483678,17.497868152873707,72.41805125099404,39.75906760000051,26666.819477711135,1524.137847360063,96.19047619047619,17.5521769410262,0.5135109543155346,17.49633048211508,32.73052065760115,24.358169770439815,24611.414825439453,1313.4256882667542,100.0,18.738338259485086,0.46711151477245283,18.738338259485086,26.865041461613615,22.803959696052047
USA.1.11_1,44882.13168311864,1786.3014371991158,76.17706237424548,32.83780426480215,0.6960195972534818,25.125732280377555,128.98108708932315,66.23932212790629,44578.058371995015,1704.9206337336336,97.22222222222221,26.710466473747772,0.5772907521932431,26.146705887635832,67.69800792892218,44.42972018846751,41874.58648300171,1477.4408078193665,100.0,28.34264916833226,0.5403511140689671,28.34264916833226,57.1401078624916,41.39222508347238
USA.1.12_1,12705.620624236995,2358.3810114860535,41.74100276837896,12.353964117079629,0.7857255157473558,5.387433397045111,48.76713024249605,21.01948305118727,12281.168814323724,2262.3004306009516,87.41258741258741,5.718593583402211,0.6335305920849023,5.42861975721827,16.01294130118717,10.154262255538912,12281.162774085999,2259.4073967933655,100.0,5.435568101403881,0.49783985042773937,5.435568101403881,8.994143649552889,7.266337763914377
USA.1.13_1,24561.835300435283,3232.8489938378334,38.94144144144144,18.953394453662067,0.8580040612515318,7.597581992617919,136.34563108201033,51.04866513976456,24561.04220135473,3227.7357539659142,86.79245283018868,8.065357232923512,0.7744421484568195,7.609372040811151,61.07975483529175,26.18714582830412,24557.963562764227,3191.8847046494484,91.22807017543859,7.897758894125784,0.7053946763030483,7.693875510914273,29.11105014711857,16.952394370339988
USA.1.14_1,13400.68574483224,1531.7093582749367,59.925268566090615,14.281678891366738,0.7420041965856784,8.748843683977064,83.723358280344,30.478267313674447,12414.808692775667,1407.893704712391,94.25287356321839,9.14618291893812,0.6099719700342536,8.818001423844567,28.587538019751577,16.91657903733221,11242.228147268295,1192.945569038391,100.0,9.42392380595405,0.5674334595715214,9.42392380595405,18.398625722492824,14.234078735885571
USA.1.15_1,15244.823498304235,1436.2818207144737,56.420426375805654,18.51506208128512,0.7447099274898658,10.614089295317228,82.6155915058975,35.0468414108172,14964.248205203246,1392.0379558905142,89.13043478260869,11.449391943975526,0.6240842567724791,10.749885189466921,37.16709592695726,21.043253532861563,12118.64381968975,1171.6074578762054,100.0,10.343604197994301,0.5619476009014046,10.343604197994301,20.87477828425393,15.676029955799748
USA.1.16_1,52145.32230343111,1727.799664735794,84.78444632290785,35.482340449511604,0.8034747564762036,30.18019008089395,408.6652834200246,158.91097969029556,44223.77743077278,1600.7030057311058,100.0,27.62772186497769,0.6875397609835164,27.62772186497769,207.9049280482887,86.68760823702576,25228.10725402832,1418.1497631072998,100.0,17.789452080682338,0.49075530796986455,17.789452080682338,40.92994898193541,27.503107173339018
USA.1.17_1,53490.48990454804,1588.586915910244,68.42338352524358,48.99785014494978,0.8310247998013639,33.671742709714145,390.90138050709055,178.19483019099408,53470.232819408324,1604.740967542909,93.63636363636364,33.94472608020505,0.7664529178233779,33.32016437598587,240.33435159310014,112.36659769198621,52702.78547477722,1554.8144044876099,100.0,33.89651222850965,0.7054121028939269,33.89651222850965,201.1123022586672,95.97197364119617
USA.1.18_1,12785.686858123168,2229.6092453598976,50.8513425016372,10.82175277558705,0.7755210928876232,5.734496699245314,106.61005364023498,26.7214755535905,12780.883879890798,2210.592105154702,97.22222222222221,5.78877881489575,0.6389380832845212,5.781656349033403,48.527547715055746,14.774329485303978,12733.347876943648,2180.5967027544975,92.5,5.8466849357446415,0.5983386567234721,5.83938692600015,20.853627745913723,10.626439125506598
USA.1.19_1,10901.887331216116,1684.0030096173286,43.32622601279318,14.485142323737643,0.7998637453828991,6.473793258655429,56.79776897262126,26.56819751378602,10259.10052607581,1623.618002653122,92.5531914893617,6.664320964867355,0.6374957482357118,6.3186664038656986,18.863205293072195,12.807936918053874,10259.100923538208,1623.617998123169,100.0,6.318666666295445,0.5593946465874562,6.318666666295445,13.770995459687459,10.270872558767708
USA.1.20_1,36937.676649553585,2674.8079330921173,65.35411539513262,20.863184312512587,0.7922880126632307,13.809468781877392,185.24901188836722,65.71005890508191,34133.96161901951,2504.0425539016724,100.0,13.63154215004601,0.6962932264030725,13.63154215004601,82.53921851972413,37.915985952645535,34133.96171951294,2504.042600631714,100.0,13.631541935788833,0.6476969570452079,13.631541935788833,53.381098902188164,30.1850406511588
